,user,path
251,115.164.175.0,['quiz']
252,115.164.175.254,"['quiz', 'login']"
253,115.164.175.52,['quiz']
254,115.164.178.190,['quiz']
255,115.164.178.221,['quiz']
256,115.164.178.97,['quiz']
257,115.164.179.231,['quiz']
258,115.164.180.141,['quiz']
259,115.164.180.201,"['quiz', 'login']"
260,115.164.180.242,['quiz']
261,115.164.181.106,['quiz']
262,115.164.181.147,['quiz']
263,115.164.181.147,['quiz']
264,115.164.183.171,['quiz']
265,115.164.183.82,['quiz']
266,115.164.183.99,"['quiz', 'login', 'quiz', 'login']"
267,115.164.183.99,"['quiz', 'login']"
268,115.164.185.215,['quiz']
269,115.164.185.56,['quiz']
270,115.164.185.77,['quiz']
271,115.164.186.24,['quiz']
272,115.164.187.214,['quiz']
273,115.164.188.36,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'quiz', 'login']"
274,115.164.188.36,"['quiz', 'login']"
275,115.164.188.36,"['quiz', 'login']"
276,115.164.188.36,"['quiz', 'login']"
277,115.164.188.36,"['quiz', 'login']"
278,115.164.188.36,"['quiz', 'login']"
279,115.164.189.155,['quiz']
280,115.164.189.202,['quiz']
281,115.164.190.4,['quiz']
282,115.164.191.26,"['quiz', 'login', 'quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'main_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'login', 'login', 'main_page', 'quiz']"
283,115.164.200.10,['quiz']
284,115.164.200.193,['quiz']
285,115.164.200.212,['quiz']
286,115.164.200.80,['quiz']
287,115.164.201.112,"['quiz', 'login']"
288,115.164.201.169,['quiz']
289,115.164.201.243,"['quiz', 'login']"
290,115.164.203.21,['quiz']
291,115.164.204.177,['quiz']
292,115.164.206.203,['quiz']
293,115.164.206.21,['quiz']
294,115.164.206.38,"['quiz', 'login', 'quiz', 'login']"
295,115.164.207.156,['quiz']
296,115.164.208.38,['quiz']
297,115.164.209.140,['quiz']
298,115.164.209.170,['quiz']
299,115.164.209.88,['quiz']
300,115.164.210.5,['quiz']
301,115.164.210.93,"['quiz', 'login']"
302,115.164.211.222,"['quiz', 'login']"
303,115.164.212.18,['quiz']
304,115.164.212.91,['quiz']
305,115.164.212.93,"['quiz', 'login']"
306,115.164.214.59,['quiz']
307,115.164.215.148,['quiz']
308,115.164.215.152,"['quiz', 'login']"
309,115.164.215.188,['quiz']
310,115.164.215.199,"['quiz', 'login']"
311,115.164.215.4,['quiz']
312,115.164.216.108,"['quiz', 'login']"
313,115.164.216.225,['quiz']
314,115.164.216.254,['quiz']
315,115.164.216.52,['quiz']
316,115.164.217.102,['quiz']
317,115.164.217.197,['quiz']
318,115.164.217.47,['quiz']
319,115.164.219.102,['quiz']
320,115.164.219.14,"['quiz', 'login']"
321,115.164.220.44,['quiz']
322,115.164.220.71,['quiz']
323,115.164.221.138,['quiz']
324,115.164.221.36,"['quiz', 'login']"
325,115.164.221.49,['quiz']
326,115.164.222.121,['quiz']
327,115.164.222.243,['quiz']
328,115.164.222.32,['quiz']
329,115.164.223.248,['quiz']
330,115.164.223.52,['quiz']
331,115.164.40.19,['quiz']
332,115.164.40.3,"['quiz', 'login']"
333,115.164.40.32,['quiz']
334,115.164.41.253,['quiz']
335,115.164.41.31,"['quiz', 'login', 'quiz', 'login']"
336,115.164.42.137,"['quiz', 'login']"
337,115.164.42.223,"['quiz', 'login']"
338,115.164.42.230,['quiz']
339,115.164.43.100,['quiz']
340,115.164.44.173,['quiz']
341,115.164.45.251,"['quiz', 'login']"
342,115.164.46.137,['quiz']
343,115.164.46.14,['quiz']
344,115.164.46.196,"['quiz', 'login']"
345,115.164.46.24,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'quiz']"
346,115.164.46.24,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'quiz']"
347,115.164.48.164,['quiz']
348,115.164.49.118,['quiz']
349,115.164.50.75,['quiz']
350,115.164.52.142,"['quiz', 'login']"
351,115.164.52.151,['quiz']
352,115.164.52.152,"['quiz', 'login']"
353,115.164.52.239,['quiz']
354,115.164.52.35,"['login', 'login']"
355,115.164.54.104,['quiz']
356,115.164.54.49,"['quiz', 'quiz', 'login']"
357,115.164.56.90,['quiz']
358,115.164.58.147,['quiz']
359,115.164.59.133,['quiz']
360,115.164.59.93,['quiz']
361,115.164.60.199,"['quiz', 'login']"
362,115.164.60.207,['quiz']
363,115.164.61.3,['quiz']
364,115.164.61.66,['quiz']
365,115.164.62.101,['quiz']
366,115.164.62.47,"['quiz', 'login']"
367,115.164.72.194,['quiz']
368,115.164.72.33,"['quiz', 'login']"
369,115.164.72.49,['quiz']
370,115.164.73.143,['quiz']
371,115.164.73.175,['quiz']
372,115.164.73.58,['quiz']
373,115.164.74.182,['quiz']
374,115.164.74.224,['quiz']
375,115.164.74.226,['quiz']
376,115.164.75.155,"['quiz', 'login']"
377,115.164.76.24,['quiz']
378,115.164.76.99,['quiz']
379,115.164.77.131,['quiz']
380,115.164.77.250,['quiz']
381,115.164.78.135,"['quiz', 'login']"
382,115.164.78.42,['quiz']
383,115.164.79.228,['quiz']
384,115.164.79.81,['quiz']
385,115.164.79.85,['quiz']
386,115.164.80.6,['quiz']
387,115.164.81.123,"['quiz', 'login']"
388,115.164.82.160,"['quiz', 'quiz', 'quiz', 'login']"
389,115.164.82.8,"['quiz', 'login']"
390,115.164.83.226,['quiz']
391,115.164.84.124,['quiz']
392,115.164.84.30,['quiz']
393,115.164.84.72,['quiz']
394,115.164.85.243,"['quiz', 'login']"
395,115.164.85.248,"['quiz', 'quiz']"
396,115.164.86.84,['quiz']
397,115.164.89.91,['quiz']
398,115.164.90.178,['quiz']
399,115.164.90.183,['quiz']
400,115.164.91.207,['quiz']
401,115.164.92.142,['quiz']
402,115.164.92.182,['quiz']
403,115.164.93.121,['quiz']
404,115.164.93.219,['quiz']
405,115.164.94.133,['quiz']
406,115.164.95.41,['quiz']
407,118.100.103.72,['quiz']
408,118.100.112.198,['quiz']
409,118.100.128.169,"['quiz', 'login']"
410,118.100.139.193,"['quiz', 'login']"
411,118.100.164.253,"['quiz', 'quiz']"
412,118.100.165.166,['quiz']
413,118.100.167.242,['quiz']
414,118.100.167.29,['quiz']
415,118.100.206.239,"['quiz', 'login']"
416,118.100.206.239,['quiz']
417,118.100.210.14,"['quiz', 'login']"
418,118.100.244.103,"['quiz', 'login']"
419,118.100.244.103,"['quiz', 'login']"
420,118.100.247.183,['quiz']
421,118.100.247.36,['quiz']
422,118.100.247.99,"['quiz', 'login']"
423,118.100.90.186,['quiz']
424,118.100.90.250,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page']"
425,118.100.90.84,"['quiz', 'quiz', 'login', 'quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page']"
426,118.100.91.35,"['quiz', 'quiz', 'login']"
427,118.100.91.35,"['quiz', 'login']"
428,118.101.141.92,['quiz']
429,118.101.161.140,"['quiz', 'login', 'quiz', 'login']"
430,118.101.161.140,"['quiz', 'login']"
431,118.101.198.237,"['quiz', 'login']"
432,118.101.30.45,"['login', 'login', 'login', 'dashboard', 'scoreboard', 'dashboard', 'dashboard', 'dashboard', 'profile', 'profile', 'faq', 'faq', 'scoreboard', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'scoreboard', 'scoreboard', 'dashboard', 'dashboard', 'scoreboard', 'scoreboard', 'profile', 'profile']"
433,118.101.46.23,['quiz']
434,118.101.60.159,['quiz']
435,118.101.78.252,"['quiz', 'login']"
436,118.163.203.105,['quiz']
437,119.40.126.228,"['login', 'login']"
438,119.40.126.228,"['login', 'login']"
439,119.40.126.228,"['login', 'login']"
440,119.40.126.228,"['login', 'login']"
441,119.40.126.228,"['login', 'login']"
442,119.40.126.228,"['login', 'login', 'login', 'login', 'login', 'login']"
443,119.40.126.228,"['login', 'login', 'login', 'login']"
444,119.40.126.228,"['login', 'login', 'login', 'login', 'login', 'login']"
445,119.40.126.228,"['login', 'login', 'login', 'login']"
446,119.40.126.228,"['login', 'login']"
447,119.40.126.228,"['sign_up', 'login', 'login', 'login']"
448,119.40.126.228,"['sign_up', 'login']"
449,119.40.126.229,"['quiz', 'login']"
450,119.40.126.229,"['login', 'login']"
451,119.40.126.229,"['sign_up', 'login']"
452,119.40.126.229,"['login', 'login']"
453,119.40.126.229,"['login', 'login']"
454,119.40.126.229,"['login', 'login']"
455,121.121.53.23,"['quiz', 'login']"
456,121.121.56.76,"['quiz', 'login']"
457,121.122.126.24,"['login', 'login', 'login', 'dashboard', 'dashboard', 'faq', 'faq', 'scoreboard', 'dashboard', 'dashboard', 'scoreboard', 'profile', 'profile', 'login', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'logout']"
458,121.122.126.24,"['login', 'login', 'login', 'login', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'login', 'login', 'login', 'login', 'login', 'faq', 'scoreboard', 'scoreboard', 'profile', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'faq', 'profile', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'available_rewards', 'logout']"
459,121.122.126.24,"['login', 'login', 'sign_up', 'login', 'login', 'login', 'login', 'dashboard', 'dashboard', 'login', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'available_rewards', 'login', 'logout']"
460,121.122.126.24,"['login', 'login', 'login', 'login', 'login', 'dashboard', 'login', 'dashboard', 'scoreboard', 'scoreboard', 'profile', 'profile', 'dashboard', 'dashboard', 'faq', 'faq', 'contact_us', 'dashboard', 'dashboard', 'logout']"
461,121.122.126.24,['login']
462,121.122.127.176,['quiz']
463,121.122.127.176,['quiz']
464,121.122.89.65,"['quiz', 'login']"
465,121.123.22.74,['quiz']
466,121.123.49.123,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'login', 'sign_up', 'login', 'login', 'login', 'login', 'login', 'login', 'profile', 'dashboard', 'dashboard', 'faq', 'scoreboard', 'dashboard', 'dashboard', 'profile', 'faq', 'scoreboard', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'available_rewards', 'scoreboard', 'scoreboard']"
467,124.13.110.195,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'login', 'sign_up', 'login', 'login', 'profile', 'faq', 'dashboard', 'dashboard', 'dashboard', 'scoreboard', 'login', 'dashboard', 'faq', 'scoreboard', 'profile', 'profile', 'profile', 'available_rewards']"
468,124.13.137.60,['quiz']
469,124.13.158.198,"['quiz', 'login']"
470,124.13.23.99,['quiz']
471,124.13.24.154,['quiz']
472,124.13.40.57,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page']"
473,124.13.87.165,['quiz']
474,124.13.97.55,"['quiz', 'login']"
475,124.82.42.90,"['quiz', 'quiz', 'login', 'quiz', 'quiz', 'login']"
476,124.82.49.222,"['quiz', 'login', 'quiz', 'login']"
477,124.82.49.222,"['quiz', 'login']"
478,124.82.66.122,['quiz']
479,124.82.92.153,"['quiz', 'login']"
480,128.199.84.115,"['quiz', 'quiz', 'login', 'quiz', 'login', 'quiz', 'login']"
481,139.162.55.179,['quiz']
482,14.1.200.28,['quiz']
483,14.1.200.99,['quiz']
484,14.1.201.203,['quiz']
485,14.1.205.234,['quiz']
486,14.1.206.223,['quiz']
487,14.1.213.64,['quiz']
488,14.1.224.140,['quiz']
489,14.1.224.175,['quiz']
490,14.192.208.115,['quiz']
491,14.192.208.131,['quiz']
492,14.192.208.150,"['quiz', 'quiz', 'quiz']"
493,14.192.208.212,['quiz']
494,14.192.209.0,"['quiz', 'login']"
495,14.192.209.21,['quiz']
496,14.192.209.22,"['quiz', 'login']"
497,14.192.209.38,"['quiz', 'login']"
498,14.192.212.113,"['login', 'login', 'login', 'faq', 'faq', 'scoreboard', 'dashboard', 'dashboard', 'dashboard', 'profile', 'scoreboard', 'profile', 'dashboard', 'available_rewards', 'dashboard', 'login', 'login', 'dashboard', 'dashboard', 'dashboard', 'profile', 'scoreboard', 'faq', 'faq', 'profile', 'scoreboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'scoreboard', 'scoreboard', 'dashboard', 'dashboard', 'scoreboard', 'scoreboard', 'available_rewards', 'dashboard', 'dashboard']"
499,14.192.212.164,['quiz']
500,14.192.212.208,"['quiz', 'login']"
501,14.192.213.11,"['quiz', 'login']"
502,14.192.213.140,"['quiz', 'login']"
503,14.192.213.142,['quiz']
504,14.192.213.99,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'sign_up', 'login', 'login', 'login', 'login', 'login', 'login', 'sign_up', 'login', 'login', 'login', 'scoreboard', 'dashboard', 'login', 'dashboard', 'profile', 'profile', 'dashboard', 'scoreboard', 'faq', 'dashboard', 'faq', 'available_rewards', 'dashboard', 'dashboard', 'sign_up', 'login', 'dashboard', 'login', 'login', 'dashboard', 'login', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'sign_up', 'login', 'dashboard', 'login', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'sign_up', 'login', 'dashboard', 'login', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard']"
505,14.192.215.45,"['quiz', 'login']"
506,14.192.216.159,['quiz']
507,14.192.216.18,"['quiz', 'login']"
508,14.192.216.223,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'login', 'sign_up', 'login', 'login', 'login', 'login', 'login', 'scoreboard', 'profile', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'profile', 'scoreboard', 'faq', 'faq', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'scoreboard', 'scoreboard', 'profile', 'profile', 'scoreboard', 'scoreboard', 'faq', 'faq', 'scoreboard', 'dashboard', 'dashboard', 'scoreboard']"
509,14.192.216.223,"['profile', 'profile', 'dashboard', 'scoreboard', 'scoreboard', 'dashboard', 'scoreboard', 'faq', 'faq', 'scoreboard', 'available_rewards']"
510,14.192.216.223,"['dashboard', 'dashboard', 'dashboard', 'dashboard', 'scoreboard', 'scoreboard', 'available_rewards', 'dashboard', 'dashboard']"
511,14.192.216.96,"['quiz', 'login']"
512,14.192.217.173,['quiz']
513,14.192.217.67,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'sign_up', 'login', 'quiz']"
514,14.192.220.203,['quiz']
515,14.192.220.238,['quiz']
516,14.192.221.222,['quiz']
517,147.158.145.0,"['quiz', 'login']"
518,147.158.145.0,"['login', 'quiz']"
519,147.158.146.43,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'sign_up', 'quiz']"
520,147.158.146.43,"['quiz', 'login']"
521,147.158.158.195,['quiz']
522,147.158.166.6,"['quiz', 'login', 'quiz', 'login']"
523,147.158.195.116,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'sign_up', 'login', 'login', 'login', 'login', 'login', 'login', 'login', 'dashboard', 'scoreboard', 'scoreboard', 'faq', 'faq', 'profile', 'profile', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard', 'dashboard']"
524,147.158.209.218,"['quiz', 'login', 'quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'login', 'sign_up', 'login', 'login', 'login', 'dashboard', 'scoreboard', 'scoreboard', 'profile', 'profile', 'faq', 'faq', 'dashboard', 'dashboard', 'dashboard']"
525,147.158.209.218,"['quiz', 'login', 'quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'sign_up', 'login']"
526,147.158.209.218,"['sign_up', 'login']"
527,147.158.209.218,"['sign_up', 'login']"
528,147.158.214.90,['quiz']
529,147.158.227.81,['quiz']
530,147.158.245.52,"['dashboard', 'dashboard', 'dashboard', 'dashboard', 'available_rewards', 'available_rewards', 'logout']"
531,147.158.245.52,['login']
532,147.158.245.52,"['login', 'login', 'login', 'dashboard', 'faq', 'profile', 'profile', 'scoreboard', 'dashboard', 'faq', 'dashboard', 'scoreboard', 'dashboard', 'logout']"
533,147.158.245.52,"['landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page']"
534,147.158.73.203,['quiz']
535,157.55.39.80,['quiz']
536,161.142.186.204,"['quiz', 'login']"
537,161.142.213.148,"['quiz', 'login', 'quiz', 'login']"
538,161.142.221.249,"['quiz', 'login', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'landing_page', 'quiz', 'login']"
539,161.142.225.202,"['quiz', 'login']"
540,161.142.235.161,['quiz']
541,167.88.62.86,['quiz']
542,173.252.107.1,['quiz']
543,173.252.107.10,['quiz']
544,173.252.107.10,['quiz']
545,173.252.107.11,['quiz']
546,173.252.107.117,"['quiz', 'quiz']"
547,173.252.107.117,['quiz']
548,173.252.107.119,['quiz']
549,173.252.107.119,['quiz']
550,173.252.107.119,['quiz']
551,173.252.107.12,['quiz']
552,173.252.107.120,['quiz']
553,173.252.107.14,['quiz']
554,173.252.107.14,['quiz']
555,173.252.107.14,['quiz']
556,173.252.107.14,['quiz']
557,173.252.107.14,['quiz']
558,173.252.107.15,['quiz']
559,173.252.107.16,['quiz']
560,173.252.107.17,"['main_page', 'main_page']"
561,173.252.107.18,['quiz']
562,173.252.107.2,['quiz']
563,173.252.107.2,['quiz']
564,173.252.107.20,['quiz']
565,173.252.107.22,['quiz']
566,173.252.107.22,"['main_page', 'main_page']"
567,173.252.107.22,['quiz']
568,173.252.107.3,"['quiz', 'quiz']"
569,173.252.107.4,['quiz']
570,173.252.107.5,['quiz']
571,173.252.107.5,['quiz']
572,173.252.107.6,['quiz']
573,173.252.107.6,['quiz']
574,173.252.107.7,['quiz']
575,173.252.107.7,['quiz']
576,173.252.107.8,['quiz']
577,173.252.107.9,['quiz']
578,173.252.111.1,['quiz']
579,173.252.111.1,['quiz']
580,173.252.111.10,['quiz']
581,173.252.111.11,"['quiz', 'quiz']"
582,173.252.111.11,['quiz']
583,173.252.111.111,['quiz']
584,173.252.111.112,"['quiz', 'quiz']"
585,173.252.111.117,['quiz']
586,173.252.111.117,['quiz']
587,173.252.111.119,['quiz']
588,173.252.111.119,"['quiz', 'quiz', 'quiz']"
589,173.252.111.119,['quiz']
590,173.252.111.12,['quiz']
591,173.252.111.12,['quiz']
592,173.252.111.120,['quiz']
593,173.252.111.13,['quiz']
594,173.252.111.14,['quiz']
595,173.252.111.16,['quiz']
596,173.252.111.17,['quiz']
597,173.252.111.17,['quiz']
598,173.252.111.17,"['quiz', 'quiz']"
599,173.252.111.19,['quiz']
600,173.252.111.19,['quiz']
601,173.252.111.2,['quiz']
602,173.252.111.20,['quiz']
603,173.252.111.20,['quiz']
604,173.252.111.21,['quiz']
605,173.252.111.23,['quiz']
606,173.252.111.23,['quiz']
607,173.252.111.23,['quiz']
608,173.252.111.24,['quiz']
609,173.252.111.3,['quiz']
610,173.252.111.4,['quiz']
611,173.252.111.4,['quiz']
612,173.252.111.5,['quiz']
613,173.252.111.6,"['quiz', 'quiz']"
614,173.252.111.6,['quiz']
615,173.252.111.8,['quiz']
616,173.252.111.8,['quiz']
617,173.252.111.8,['quiz']
618,173.252.111.9,['quiz']
619,173.252.111.9,['quiz']
620,173.252.111.9,['quiz']
621,173.252.127.120,['quiz']
622,173.252.127.16,['quiz']
623,173.252.127.17,['quiz']
624,173.252.127.2,"['quiz', 'quiz', 'quiz']"
625,173.252.127.24,['quiz']
626,173.252.127.28,['quiz']
627,173.252.127.5,['quiz']
628,173.252.127.9,['main_page']
